customer_id,first_name,last_name,email,phone,signup_date,city,region,customer_type
CUST-0241,Sebastian,Thomas,sebastian.thomas86@gmail.com,,2020-03-27,Reading,England,wholesale
CUST-0242,Logan,Martin,logan.martin88@gmail.com,07818-649-2759,2024-06-02,Nottingham,England,premium
CUST-0243,Matthew,Williams,matthew.williams63@gmail.com,+44-7656-456-6303,2024-08-29,Leicester,England,wholesale
CUST-0244,Charles,Rodriguez,charles.rodriguez47@icloud.com,07119-734-6965,2023-09-10,York,England,premium
CUST-0245,Matthew,Cooper,matthew.cooper83@hotmail.com,076357742092,2021-01-27,Leeds,England,regular
CUST-0246,Pamela,Roberts,pamela.roberts7@outlook.com,07952-181-8668,2024-12-28,Brighton,England,premium
CUST-0247,Linda,Wright,linda.wright28@gmail.com,078423369710,2023-02-17,Brighton,England,wholesale
CUST-0248,Susan,Rivera,susan.rivera22@gmail.com,07646-714-8258,2023-07-20,Brighton,England,wholesale
CUST-0249,Michelle,Walker,michelle.walker47@outlook.com,+44 7563 558 7505,2021-03-30,Edinburgh,Scotland,premium
CUST-0250,Robert,Scott,robert.scott20@icloud.com,+44 7196 138 8542,2023-03-11,Edinburgh,Scotland,wholesale
CUST-0251,Elizabeth,Adams,elizabeth.adams13@icloud.com,+44-7889-442-6700,2024-11-12,Leeds,England,regular
CUST-0252,Nicole,Johnson,nicole.johnson6@icloud.com,+44 7426 652 3450,2021-08-16,Southampton,England,regular
CUST-0253,Thomas,Baker,thomas.baker34@hotmail.com,+44-7672-302-8993,2021-02-05,York,England,wholesale
CUST-0254,Shirley,Young,shirley.young12@icloud.com,07295-428-6644,2021-12-17,Leicester,England,premium
CUST-0255,Helen,Jackson,helen.jackson20@outlook.com,+44 7875 845 2405,2024-07-05,Leeds,England,premium
CUST-0256,  Laura ,Rogers,laura.rogers70@yahoo.co.uk,+44 7635 868 5237,2020-05-03,Newcastle,England,regular
CUST-0257,Helen,Wright,helenwrightATgmail.com,077789726901,2022-11-07,Leeds,England,premium
CUST-0258,Alexander,Lopez,alexander.lopez6@gmail.com,07862-260-1301,2021-04-28,Bath,England,premium
CUST-0259,Linda,Allen,linda.allen72@gmail.com,+44-7633-794-4726,2020-11-08,Brighton,England,premium
CUST-0260,Nicole,Nelson,nicole.nelson70@icloud.com,079832416062,2023-02-15,York,England,wholesale
CUST-0261,Jessica,White,jessica.white53@outlook.com,+44 7521 410 8258,2023-06-07,Leicester,England,premium
CUST-0262,Nicole,Robinson,nicolerobinsonATgmail.com,+44-7288-972-7348,2020-12-01,Edinburgh,Scotland,regular
CUST-0263,John,Turner,,07875-309-2083,2024-12-22,Glasgow,Scotland,premium
CUST-0264,Stephanie,Garcia,stephanie.garcia79@hotmail.com,076377561630,2022-03-21,Manchester,England,wholesale
CUST-0265,Deborah,Miller,deborah.miller60@outlook.com,+44 7270 532 5823,2023-04-13,York,England,regular
CUST-0266,Oliver,Turner,,+44 7564 704 4308,2022-07-09,Nottingham,England,regular
CUST-0267,Shirley,Roberts,shirley.roberts49@yahoo.co.uk,078862746491,2020-04-15,Brighton,England,premium
CUST-0268,Donna,Morris,donna.morris1@yahoo.co.uk,071125699153,2023-09-12,Cambridge,England,premium
CUST-0269,Ethan,Stewart,ethan.stewart36@icloud.com,07156-768-6718,2020-06-28,Manchester,England,regular
CUST-0270,Rebecca,Thompson,rebecca.thompson74@icloud.com,+44 7906 675 3906,2024-09-23,York,England,regular
CUST-0271,Emily,Rogers,emily.rogers53@icloud.com,+44-7189-595-5705,2021-10-10,Cardiff,Wales,wholesale
CUST-0272,Pamela,Rivera,pamela.rivera64@hotmail.com,078253974171,2022-04-29,Brighton,England,regular
CUST-0273,Kevin,Hall,kevinhallATgmail.com,+44 7306 806 5614,2021-11-30,Southampton,England,wholesale
CUST-0274,Jack,Brown,jack.brown61@hotmail.com,+44 7916 136 3224,2021-09-05,Reading,England,wholesale
CUST-0275,Kenneth,Williams,kenneth.williams9@outlook.com,07962-269-7382,2021-10-06,Manchester,England,premium
CUST-0276,Ethan,Lopez,ethan.lopez28@outlook.com,+44-7554-618-1408,2020-11-11,Edinburgh,Scotland,premium
CUST-0277,Kathleen,Flores,kathleen.flores87@icloud.com,07218-104-6095,2020-04-04,Leeds,England,wholesale
CUST-0278,Donna,Williams,donna.williams26@outlook.com,,2023-06-29,York,England,wholesale
CUST-0279,Susan,Clark,susan.clark74@outlook.com,+44 7350 275 2167,2020-04-20,Birmingham,England,premium
CUST-0280,Oliver,Thompson,oliver.thompson79@hotmail.com,+44-7681-234-2522,2021-09-27,Oxford,England,premium
CUST-0281,Sandra,Lewis,sandra.lewis51@outlook.com,07564-599-1495,2024-09-28,Liverpool,England,premium
CUST-0282,Brian,Taylor,brian.taylor42@gmail.com,079114099728,2022-02-25,Birmingham,England,premium
CUST-0283,Anthony,Edwards,anthony.edwards89@icloud.com,+44-7433-668-2599,2022-04-11,Birmingham,England,wholesale
CUST-0284,Susan,Carter,susan.carter18@yahoo.co.uk,078752503444,2024-12-01,Sheffield,England,premium
CUST-0285,Jack,Hill,jack.hill12@outlook.com,+44 7696 108 9362,2024-08-07,Nottingham,England,regular
CUST-0286,Andrew,Brown,andrew.brown92@outlook.com,07778-277-8780,2020-11-11,Newcastle,England,wholesale
CUST-0287,  Thomas ,Moore,thomas.moore85@hotmail.com,+44-7738-284-8444,2022-07-10,Southampton,England,premium
CUST-0288,Mark,White,,07520-659-7012,2022-09-13,Birmingham,England,regular
CUST-0289,Shirley,Scott,shirley.scott32@gmail.com,+44 7583 745 2279,2022-11-15,Cambridge,England,wholesale
CUST-0290,Kevin,Parker,kevin.parker5@yahoo.co.uk,07162-744-8752,2023-07-02,London,England,premium
CUST-0291,Alexander,Hernandez,alexander.hernandez17@outlook.com,+44-7705-856-3476,2020-12-25,Cardiff,Wales,wholesale
CUST-0292,Donald,Peterson,donald.peterson19@gmail.com,079576077765,2024-09-20,Nottingham,England,regular
CUST-0293,Dorothy,Anderson,dorothy.anderson96@hotmail.com,+44 7870 645 4828,2024-06-20,Oxford,England,premium
CUST-0294,Kenneth,Garcia,kenneth.garcia79@hotmail.com,+44-7770-698-7408,2024-03-14,Glasgow,Scotland,wholesale
CUST-0295,Emma,Harris,emma.harris71@outlook.com,07521-200-9605,2021-08-03,Cardiff,Wales,regular
CUST-0296,John,Brown,john.brown77@yahoo.co.uk,07484-772-4027,2023-09-14,Birmingham,England,wholesale
CUST-0297,Mason,Scott,mason.scott33@outlook.com,073838952022,2022-10-04,Edinburgh,Scotland,wholesale
CUST-0298,Oliver,Thompson,oliver.thompson28@hotmail.com,,2022-10-16,Bristol,England,wholesale
CUST-0299,James,Jones,james.jones74@hotmail.com,+44-7653-331-1054,2024-08-02,Cambridge,England,regular
CUST-0300,Jack,Rivera,jack.rivera47@gmail.com,+44 7647 973 6571,2023-09-15,Edinburgh,Scotland,premium
CUST-0301,Deborah,Wilson,deborah.wilson95@hotmail.com,+44-7911-653-6041,2024-09-04,Oxford,England,regular
CUST-0302,John,Baker,john.baker28@gmail.com,+44-7173-137-3319,2022-08-23,Leicester,England,regular
CUST-0303,  Ashley ,Taylor,ashley.taylor59@gmail.com,+44-7164-923-4320,2024-09-07,Southampton,England,premium
CUST-0304,Jessica,Moore,jessica.moore76@gmail.com,+44-7813-478-3703,2023-04-06,Manchester,England,regular
CUST-0305,Richard,Carter,,071072832460,2023-08-03,Cardiff,Wales,wholesale
CUST-0306,Laura,Turner,laura.turner24@icloud.com,+44 7834 611 2442,2020-07-14,Leicester,England,premium
CUST-0307,Anna,Lewis,anna.lewis25@gmail.com,07609-280-3617,2022-06-09,Cardiff,Wales,premium
CUST-0308,  Noah ,Murphy,noah.murphy21@yahoo.co.uk,+44-7706-693-6340,2023-10-18,Sheffield,England,regular
CUST-0309,Joseph,Adams,joseph.adams49@yahoo.co.uk,+44-7724-565-3917,2022-07-26,Edinburgh,Scotland,wholesale
CUST-0310,Amanda,Wright,amanda.wright36@gmail.com,075695283804,2023-02-06,Glasgow,Scotland,regular
CUST-0311,Ethan,Peterson,ethan.peterson36@hotmail.com,+44 7114 847 8014,2020-03-31,Manchester,England,premium
CUST-0312,Elijah,Jones,elijah.jones58@gmail.com,07809-849-7662,2020-07-04,London,England,premium
CUST-0313,Donna,Lee,donna.lee59@gmail.com,+44 7574 890 3271,2023-11-15,Sheffield,England,wholesale
CUST-0314,John,Nguyen,john.nguyen74@icloud.com,07627-790-6963,2020-03-24,Nottingham,England,premium
CUST-0315,Daniel,Rodriguez,daniel.rodriguez31@outlook.com,+44-7428-461-5380,2020-05-09,Nottingham,England,premium
CUST-0316,Laura,Peterson,laura.peterson87@icloud.com,+44 7945 645 5788,2021-01-01,Newcastle,England,regular
CUST-0317,Susan,Perez,susan.perez67@yahoo.co.uk,07235-585-6680,2020-02-15,Glasgow,Scotland,wholesale
CUST-0318,Kevin,Turner,kevin.turner76@hotmail.com,07568-411-3161,2022-01-31,Newcastle,England,regular
CUST-0319,Christopher,Rivera,christopher.rivera92@yahoo.co.uk,+44-7142-424-3072,2021-01-12,Edinburgh,Scotland,wholesale
CUST-0320,John,Green,john.green69@yahoo.co.uk,07569-427-3556,2021-08-28,Cambridge,England,premium
CUST-0321,Pamela,Jackson,pamela.jackson89@outlook.com,+44-7732-961-4610,2021-10-30,Manchester,England,wholesale
CUST-0322,Matthew,Lewis,matthew.lewis69@gmail.com,+44-7157-782-6915,2024-10-14,Brighton,England,premium
CUST-0323,  Deborah ,Mitchell,deborah.mitchell72@hotmail.com,+44 7189 320 8278,2021-09-13,Cambridge,England,wholesale
CUST-0324,Kevin,Rodriguez,kevin.rodriguez53@gmail.com,07827-681-3243,2020-03-27,Newcastle,England,wholesale
CUST-0325,Joshua,Cooper,joshuacooperATgmail.com,,2024-04-15,Cardiff,Wales,premium
CUST-0326,David,Campbell,david.campbell89@hotmail.com,07965-365-3668,2023-11-20,Bristol,England,premium
CUST-0327,Charles,Miller,charles.miller7@outlook.com,07298-884-4002,2024-08-20,Newcastle,England,premium
CUST-0328,George,Gonzalez,george.gonzalez67@yahoo.co.uk,+44 7388 481 8944,2020-06-05,Leeds,England,regular
CUST-0329,Robert,Morgan,robert.morgan77@hotmail.com,072768265991,2021-03-05,Bristol,England,regular
CUST-0330,Aiden,Anderson,aiden.anderson26@gmail.com,+44 7210 133 9412,2023-05-17,Edinburgh,Scotland,wholesale
CUST-0331,Betty,White,,+44 7249 966 5544,2023-03-30,London,England,wholesale
CUST-0332,Margaret,Harris,margaret.harris93@gmail.com,079718248777,2022-02-16,Brighton,England,regular
CUST-0333,Angela,Robinson,angela.robinson15@hotmail.com,+44 7632 239 9123,2022-07-24,Leicester,England,wholesale
CUST-0334,Donna,Stewart,donna.stewart25@hotmail.com,+44-7788-207-7494,2023-10-17,Birmingham,England,regular
CUST-0335,Christopher,Phillips,christopher.phillips9@yahoo.co.uk,07225-338-7958,2024-06-28,Southampton,England,premium
CUST-0336,Logan,Evans,logan.evans14@hotmail.com,+44 7225 356 9017,2022-02-22,Leicester,England,wholesale
CUST-0337,Michelle,Martin,michelle.martin99@icloud.com,+44 7604 911 8635,2020-03-05,Brighton,England,regular
CUST-0338,Deborah,Morris,deborah.morris23@gmail.com,+44 7670 775 5965,2022-10-01,York,England,wholesale
CUST-0339,Anna,Rogers,anna.rogers34@hotmail.com,077317926779,2021-12-15,Reading,England,regular
CUST-0340,Carol,Carter,carol.carter8@outlook.com,07706-186-2073,2023-01-07,Sheffield,England,regular
CUST-0341,Mason,Collins,mason.collins76@hotmail.com,07686-200-9001,2024-07-19,Sheffield,England,regular
CUST-0342,Noah,Hill,noah.hill69@gmail.com,07923-331-2506,2023-03-06,Bath,England,premium
CUST-0343,Aiden,Clark,aiden.clark39@icloud.com,074203047788,2023-07-09,Bath,England,regular
CUST-0344,Pamela,Cooper,pamela.cooper35@hotmail.com,076798441981,2024-04-16,Newcastle,England,premium
CUST-0345,Ethan,Green,ethan.green35@hotmail.com,073628034868,2021-09-27,Oxford,England,premium
CUST-0346,Brenda,Edwards,brenda.edwards18@outlook.com,+44 7129 364 5551,2020-06-20,Sheffield,England,wholesale
CUST-0347,Joshua,Rodriguez,joshua.rodriguez51@gmail.com,073412149196,2024-05-02,Sheffield,England,premium
CUST-0348,Owen,Roberts,owen.roberts19@yahoo.co.uk,+44 7209 279 4507,2022-05-17,Cambridge,England,wholesale
CUST-0349,Ashley,Scott,ashley.scott40@outlook.com,07807-907-4926,2023-12-05,Nottingham,England,wholesale
CUST-0350,Jessica,Walker,jessica.walker33@hotmail.com,+44 7408 192 4857,2020-06-13,Cambridge,England,premium
CUST-0351,Ethan,Nelson,ethan.nelson90@yahoo.co.uk,074605309973,2024-06-08,Bristol,England,regular
CUST-0352,Stephanie,Sanchez,stephanie.sanchez32@yahoo.co.uk,07911-427-8397,2023-04-29,Sheffield,England,premium
CUST-0353,Betty,Hernandez,betty.hernandez29@icloud.com,07368-818-3764,2022-01-23,Liverpool,England,wholesale
CUST-0354,Jessica,Johnson,jessica.johnson87@hotmail.com,+44-7394-864-9096,2024-10-19,Edinburgh,Scotland,wholesale
CUST-0355,Margaret,Torres,margaret.torres4@yahoo.co.uk,077325615068,2023-11-20,Southampton,England,wholesale
CUST-0356,Margaret,Roberts,margaret.roberts72@gmail.com,+44-7105-359-9266,2022-03-19,Nottingham,England,regular
CUST-0357,Brenda,Garcia,brenda.garcia60@outlook.com,+44-7420-145-3095,2024-09-05,Cardiff,Wales,wholesale
CUST-0358,George,Edwards,george.edwards67@outlook.com,+44 7420 546 3703,2020-03-14,Cambridge,England,premium
CUST-0359,Charles,Cook,charles.cook57@gmail.com,075686042843,2021-01-04,Liverpool,England,wholesale
CUST-0360,Angela,Wright,angela.wright68@gmail.com,+44 7885 684 3958,2023-04-24,Leeds,England,premium
CUST-0361,Karen,Brown,karen.brown81@hotmail.com,07432-849-3118,2020-04-23,Birmingham,England,wholesale
CUST-0362,Nicole,Carter,nicole.carter12@hotmail.com,+44-7223-405-9042,2021-09-27,Leicester,England,regular
CUST-0363,Amanda,Gonzalez,amanda.gonzalez61@hotmail.com,+44 7374 676 7931,2021-11-30,Oxford,England,wholesale
CUST-0364,Mark,Martin,mark.martin38@gmail.com,+44-7961-354-9570,2020-04-07,York,England,regular
CUST-0365,Jennifer,Wilson,jennifer.wilson33@icloud.com,+44-7283-905-3985,2022-05-02,Newcastle,England,premium
CUST-0366,Emma,Murphy,emma.murphy24@outlook.com,+44 7316 289 2281,2020-01-28,Liverpool,England,wholesale
CUST-0367,Kathleen,Murphy,kathleen.murphy93@icloud.com,078077897471,2020-02-02,Edinburgh,Scotland,regular
CUST-0368,Anthony,Morgan,anthony.morgan25@icloud.com,+44-7256-856-8295,2024-10-26,Oxford,England,wholesale
CUST-0369,Ashley,Sanchez,ashley.sanchez2@outlook.com,+44-7137-599-7548,2024-01-24,Leicester,England,wholesale
CUST-0370,Alexander,Robinson,alexander.robinson71@outlook.com,+44 7165 374 7834,2024-01-27,Edinburgh,Scotland,premium
CUST-0371,Brian,Stewart,brian.stewart78@outlook.com,072344007395,2024-03-14,Birmingham,England,wholesale
CUST-0372,Kathleen,Taylor,kathleen.taylor64@hotmail.com,+44 7410 340 4431,2021-11-22,Brighton,England,regular
CUST-0373,Helen,Robinson,helen.robinson46@outlook.com,+44-7823-151-8173,2024-03-27,Leeds,England,regular
CUST-0374,Noah,Wilson,,+44-7825-552-9288,2020-07-22,Bristol,England,wholesale
CUST-0375,George,Nelson,george.nelson99@hotmail.com,07449-393-9274,2022-04-29,Nottingham,England,wholesale
CUST-0376,Ashley,Martin,ashley.martin55@yahoo.co.uk,+44 7523 519 8516,2021-10-06,Southampton,England,regular
CUST-0377,Sharon,Davis,,07402-529-7586,2020-01-17,Cardiff,Wales,wholesale
CUST-0378,Noah,Jackson,noah.jackson80@icloud.com,07894-302-5940,2024-01-12,Bristol,England,wholesale
CUST-0379,Anna,Torres,anna.torres97@outlook.com,+44-7952-892-5979,2020-08-14,Manchester,England,premium
CUST-0380,Dorothy,Rivera,dorothy.rivera39@hotmail.com,07924-863-9737,2023-09-27,Reading,England,wholesale
CUST-0381,Sarah,Carter,sarah.carter25@icloud.com,+44-7183-194-2018,2022-09-02,Edinburgh,Scotland,premium
CUST-0382,Elizabeth,Mitchell,elizabeth.mitchell34@hotmail.com,+44-7247-617-3082,2020-09-21,Bath,England,wholesale
CUST-0383,Jessica,Ramirez,,072217167694,2021-09-16,Nottingham,England,premium
CUST-0384,  Emily ,Peterson,emily.peterson7@hotmail.com,+44-7457-169-1732,2021-09-26,Reading,England,premium
CUST-0385,Carol,Carter,carol.carter65@yahoo.co.uk,+44-7191-919-7711,2022-03-20,Sheffield,England,wholesale
CUST-0386,Jennifer,Stewart,jennifer.stewart74@gmail.com,+44 7745 915 6060,2022-12-04,Edinburgh,Scotland,premium
CUST-0387,Elijah,Williams,elijah.williams36@gmail.com,+44 7905 310 5018,2020-02-17,Sheffield,England,premium
CUST-0388,  Nancy ,Parker,nancy.parker15@gmail.com,073922473992,2021-10-28,Liverpool,England,regular
CUST-0389,Linda,Hill,linda.hill34@outlook.com,+44-7604-620-9264,2021-07-05,Manchester,England,premium
CUST-0390,Cynthia,Turner,,+44-7411-681-7664,2023-07-26,Bath,England,regular
CUST-0391,Christopher,Mitchell,christopher.mitchell72@hotmail.com,07768-271-1008,2022-02-17,Nottingham,England,wholesale
CUST-0392,  Margaret ,Torres,margaret.torres12@outlook.com,07999-542-4454,2024-03-21,Oxford,England,premium
CUST-0393,Ashley,Adams,ashley.adams89@gmail.com,+44-7523-669-9011,2024-05-31,Birmingham,England,wholesale
CUST-0394,Patricia,Stewart,patricia.stewart46@icloud.com,07297-555-1153,2023-12-23,Nottingham,England,regular
CUST-0395,Barbara,Hill,barbara.hill5@outlook.com,071073007489,2023-09-13,Reading,England,wholesale
CUST-0396,Nicole,Thompson,nicole.thompson73@outlook.com,07296-968-1378,2024-12-13,Oxford,England,regular
CUST-0397,Aiden,Miller,aiden.miller36@hotmail.com,07629-877-1712,2022-12-26,Oxford,England,premium
CUST-0398,James,Phillips,james.phillips95@gmail.com,+44 7331 806 7943,2024-07-12,London,England,wholesale
CUST-0399,Kevin,Allen,kevin.allen43@gmail.com,+44 7632 913 4878,2022-02-11,Sheffield,England,wholesale
CUST-0400,David,Taylor,david.taylor81@icloud.com,077931571855,2024-05-31,Leicester,England,regular
CUST-0401,Mason,Roberts,mason.roberts44@gmail.com,075646296377,2020-09-15,Bath,England,premium
CUST-0402,Amanda,Parker,amanda.parker6@yahoo.co.uk,076985469407,2021-09-24,Leicester,England,premium
CUST-0403,Emily,Mitchell,emily.mitchell8@yahoo.co.uk,075324524201,2023-11-23,Oxford,England,wholesale
CUST-0404,Kevin,Nelson,kevin.nelson6@hotmail.com,+44-7344-592-6431,2021-01-12,London,England,premium
CUST-0405,Mary,Martinez,mary.martinez25@hotmail.com,07302-390-3853,2021-05-18,Liverpool,England,regular
CUST-0406,Robert,Thompson,robertthompsonATgmail.com,07446-315-5998,2022-12-15,Leicester,England,premium
CUST-0407,David,Thomas,david.thomas69@yahoo.co.uk,07751-350-1756,2021-11-02,Glasgow,Scotland,regular
CUST-0408,Kimberly,Taylor,kimberly.taylor94@yahoo.co.uk,07271-620-7358,2022-08-08,Liverpool,England,premium
CUST-0409,Melissa,Morgan,melissa.morgan82@hotmail.com,+44-7505-323-6013,2023-03-16,Liverpool,England,premium
CUST-0410,Steven,Hernandez,steven.hernandez30@outlook.com,+44-7542-518-7021,2022-02-22,London,England,regular
CUST-0411,Lucas,Robinson,lucas.robinson65@outlook.com,079043834731,2023-10-14,Sheffield,England,premium
CUST-0412,Joshua,Scott,joshua.scott34@icloud.com,+44-7941-693-1194,2024-04-07,Bristol,England,premium
CUST-0413,Sandra,Robinson,sandra.robinson71@icloud.com,074489102406,2024-10-12,York,England,regular
CUST-0414,Melissa,Moore,melissa.moore64@gmail.com,07535-802-7608,2020-02-17,Reading,England,regular
CUST-0415,Sarah,Martin,sarah.martin78@icloud.com,07165-647-7331,2022-07-13,Newcastle,England,regular
CUST-0416,Lisa,Wilson,lisa.wilson63@icloud.com,+44-7775-636-2146,2022-11-27,London,England,regular
CUST-0417,Michelle,Turner,michelle.turner62@hotmail.com,079863113128,2021-09-27,Reading,England,regular
CUST-0418,Elijah,Murphy,,+44 7246 556 2048,2024-12-09,Oxford,England,premium
CUST-0419,Joshua,Phillips,joshua.phillips23@yahoo.co.uk,075684934005,2020-11-19,Cardiff,Wales,wholesale
CUST-0420,Henry,Nguyen,henry.nguyen64@yahoo.co.uk,07616-884-6341,2020-04-01,Oxford,England,regular
CUST-0421,Elizabeth,Cook,elizabeth.cook5@hotmail.com,+44 7110 356 2878,2021-05-11,Oxford,England,regular
CUST-0422,Logan,Scott,loganscottATgmail.com,+44-7793-379-3514,2021-03-19,Manchester,England,wholesale
CUST-0423,Henry,Ramirez,,+44 7750 930 9566,2024-04-20,Edinburgh,Scotland,regular
CUST-0424,Melissa,Walker,,+44-7841-271-1721,2024-07-28,Sheffield,England,premium
CUST-0425,Brenda,Harris,brenda.harris16@hotmail.com,+44-7112-498-4485,2023-09-09,Cardiff,Wales,wholesale
CUST-0426,  Helen ,Mitchell,helen.mitchell64@icloud.com,079109703809,2023-07-25,Sheffield,England,wholesale
CUST-0427,Kathleen,Rodriguez,kathleen.rodriguez66@hotmail.com,076157011217,2020-05-02,Bristol,England,premium
CUST-0428,Amy,Nguyen,amy.nguyen93@yahoo.co.uk,07759-905-1648,2021-04-14,Sheffield,England,premium
CUST-0429,Ashley,Clark,ashley.clark88@yahoo.co.uk,+44 7812 836 4644,2020-05-23,Edinburgh,Scotland,regular
CUST-0430,Christopher,Clark,christopher.clark31@yahoo.co.uk,078425786103,2023-03-26,Oxford,England,wholesale
CUST-0431,Betty,Wright,betty.wright51@outlook.com,+44 7486 271 8712,2022-05-25,Birmingham,England,premium
CUST-0432,Liam,Martin,liam.martin59@outlook.com,+44 7390 484 8878,2024-02-04,Nottingham,England,premium
CUST-0433,Stephanie,Parker,stephanie.parker40@hotmail.com,07494-679-3660,2024-03-19,Nottingham,England,wholesale
CUST-0434,Alexander,Mitchell,alexander.mitchell32@yahoo.co.uk,077468231462,2023-05-18,Reading,England,wholesale
CUST-0435,Charles,Johnson,charles.johnson51@hotmail.com,+44-7358-808-5951,2024-02-12,Brighton,England,wholesale
CUST-0436,Barbara,Wilson,barbara.wilson35@yahoo.co.uk,+44-7101-199-2144,2023-09-02,Newcastle,England,wholesale
CUST-0437,Sharon,Perez,sharon.perez24@hotmail.com,07290-305-1966,2024-11-20,Brighton,England,premium
CUST-0438,Helen,Wilson,helen.wilson16@hotmail.com,+44 7383 165 6605,2024-06-04,Manchester,England,regular
CUST-0439,Margaret,Smith,margaret.smith63@outlook.com,07479-798-6620,2022-02-14,Leicester,England,regular
CUST-0440,Amanda,Nelson,,078429553275,2023-06-20,Cambridge,England,wholesale
CUST-0441,  Ethan ,Harris,ethan.harris3@outlook.com,+44 7748 468 1749,2022-09-02,Leeds,England,wholesale
CUST-0442,Deborah,Nguyen,deborah.nguyen92@icloud.com,+44-7995-578-3753,2022-09-14,York,England,regular
CUST-0443,Ashley,Ramirez,ashley.ramirez56@gmail.com,074344925593,2023-07-21,Cambridge,England,regular
CUST-0444,Kevin,Lewis,kevin.lewis49@outlook.com,+44 7834 860 7252,2021-11-27,Reading,England,regular
CUST-0445,Joseph,Mitchell,joseph.mitchell40@gmail.com,072949677359,2020-01-19,York,England,premium
CUST-0446,Kenneth,Jackson,kenneth.jackson19@hotmail.com,07713-427-6060,2023-12-17,Reading,England,premium
CUST-0447,Margaret,Cooper,margaret.cooper20@outlook.com,+44-7986-894-3933,2021-09-04,Liverpool,England,regular
CUST-0448,Sebastian,Phillips,sebastian.phillips51@hotmail.com,07817-976-9978,2023-04-03,Manchester,England,wholesale
CUST-0449,Joshua,Murphy,joshua.murphy38@hotmail.com,079238664205,2022-05-24,Liverpool,England,regular
CUST-0450,Richard,Rivera,richard.rivera84@icloud.com,07350-134-2946,2020-12-19,Southampton,England,wholesale
CUST-0451,Barbara,Cook,barbara.cook48@hotmail.com,07756-784-9351,2020-07-12,Reading,England,regular
CUST-0452,Deborah,Morgan,deborah.morgan13@yahoo.co.uk,+44-7902-931-9684,2024-09-10,Reading,England,wholesale
CUST-0453,Jessica,Clark,jessica.clark89@icloud.com,07140-231-4378,2020-03-12,Birmingham,England,regular
CUST-0454,Elijah,Hill,elijah.hill32@gmail.com,07555-243-9035,2022-11-11,Edinburgh,Scotland,wholesale
CUST-0455,Richard,Garcia,richard.garcia18@yahoo.co.uk,07231-846-7914,2020-11-30,Southampton,England,premium
CUST-0456,William,Allen,william.allen10@yahoo.co.uk,077488134156,2024-06-01,Brighton,England,premium
CUST-0457,Patricia,Young,patricia.young53@icloud.com,+44-7380-110-2604,2021-03-31,Southampton,England,regular
CUST-0458,Jessica,Thompson,jessica.thompson13@hotmail.com,07149-274-6210,2023-10-20,York,England,wholesale
CUST-0459,Liam,Evans,liamevansATgmail.com,077732293337,2022-05-06,Oxford,England,regular
CUST-0460,Lucas,Rivera,lucas.rivera67@hotmail.com,+44 7835 933 4748,2020-07-10,Liverpool,England,wholesale
CUST-0461,Linda,Hernandez,linda.hernandez55@gmail.com,+44 7793 620 3235,2024-08-29,London,England,wholesale
CUST-0462,Aiden,Hall,aiden.hall88@icloud.com,07330-279-2230,2022-05-15,Cambridge,England,premium
CUST-0463,Lisa,Mitchell,lisa.mitchell99@icloud.com,074065945809,2023-08-09,Bath,England,regular
CUST-0464,Cynthia,Peterson,,+44 7571 436 5888,2021-02-08,Birmingham,England,wholesale
CUST-0465,Angela,Martin,angelamartinATgmail.com,07483-406-6971,2022-06-17,Oxford,England,regular
CUST-0466,Sarah,Rivera,,+44 7991 826 4251,2021-02-11,Cambridge,England,wholesale
CUST-0467,Paul,Thomas,paul.thomas42@yahoo.co.uk,076138437370,2020-01-28,Glasgow,Scotland,regular
CUST-0468,Carol,Collins,carol.collins37@outlook.com,07846-623-4061,2021-05-21,Brighton,England,regular
CUST-0469,Logan,Wilson,logan.wilson81@icloud.com,072232357574,2020-04-14,Southampton,England,premium
CUST-0470,Shirley,Flores,shirley.flores62@hotmail.com,077591525985,2020-04-07,Liverpool,England,regular
CUST-0471,James,Miller,james.miller78@outlook.com,073586036956,2024-02-27,Nottingham,England,wholesale
CUST-0472,Emma,Mitchell,emma.mitchell14@gmail.com,07297-821-8303,2022-08-29,Edinburgh,Scotland,wholesale
CUST-0473,Karen,Garcia,karen.garcia45@icloud.com,07529-636-9255,2020-09-21,Newcastle,England,regular
CUST-0474,Jack,Davis,jack.davis64@hotmail.com,+44-7675-898-7393,2021-02-27,Liverpool,England,regular
CUST-0475,Charles,Ramirez,,+44 7909 625 8461,2020-04-03,York,England,regular
CUST-0476,Emily,Garcia,emily.garcia35@yahoo.co.uk,07647-218-1022,2023-12-15,York,England,premium
CUST-0477,Sarah,Turner,sarah.turner46@gmail.com,07650-773-2743,2023-07-23,Leicester,England,wholesale
CUST-0478,Anthony,Stewart,anthony.stewart20@hotmail.com,074772518848,2024-02-02,Liverpool,England,wholesale
CUST-0479,Andrew,Williams,andrew.williams25@icloud.com,+44 7171 246 2180,2022-02-12,Southampton,England,regular
CUST-0480,Joseph,Johnson,joseph.johnson99@yahoo.co.uk,+44 7185 374 3336,2022-09-10,Reading,England,premium
CUST-0481,Charles,Flores,charles.flores81@outlook.com,,2021-04-04,London,England,regular
CUST-0482,Aiden,Roberts,aiden.roberts88@hotmail.com,+44 7832 942 2841,2020-06-22,Manchester,England,wholesale
CUST-0483,Karen,Thompson,karen.thompson20@hotmail.com,07456-996-2702,2023-12-27,Birmingham,England,regular
